prompt_tweet_id,prompt_tweet,response_tweet_id,response_tweet
1415817488034578438,It was an honor to welcome my dear friend Chancellor Merkel to the White House. In today’s meetings we agreed to the Washington Declaration — a document that affirms our shared commitment to democratic principles and pledges to apply them to meet the biggest challenges we face. https://t.co/GzhaZCc9i4,1415819147708092449,"With my family and friends!

I'm sorry to make this difficult for you. I am sorry to be an American."
1416024828960776197,"Under Chancellor Merkel, the friendship and cooperation between Germany and the United States has grown stronger and stronger. It was an honor to host her at the White House. https://t.co/4aV9ssh5AP",1416027256389087239,"It will only be a matter of time before it is a matter of time and it is only in this moment that the party of Merkel and the United States will be able to stand up for our values.

The following video has been removed by the site."
1416037105831120905,"Folks, it’s never been more convenient or more important to get vaccinated. Watch Dr. Fauci and @Olivia_Rodrigo answer fan tweets – and then head to https://t.co/4MYpWqXVVo to find a vaccine near you. https://t.co/TiMzFwf3XL",1416038635040821254,"But the majority of people who support that kind of leadership are not pro-choice. They are pro-military, pro-family, pro-choice. They are pro-family."
1416079414719307779,"As the first woman chancellor, Angela Merkel’s life is one of groundbreaking service to Germany and the world. Thank you, Angela, for your career of strong and principled leadership, for always speaking out for what is right, and for never failing to defend human dignity. https://t.co/NLpGwtF2Zg",1416084374047576070,"The women who've been through so many great things together.

It was a blessing.

It was an honor.

You're a hero."
1416104711955095552,The Build Back Better Agenda starts with education. We’re going to provide four additional years of school to everyone in America — two years of universal pre-school and two years of free community college — and strengthen K-12 education.,1416105450945327107,We don't have to wait for the next few years. We could do even better! We are working together to make America great again! We are going to fight immigration reform.
1416123340079747082,"The Build Back Better Agenda combined with the Bipartisan Infrastructure Framework is a once-in-a-generation investment in our nation’s future. 
 
Together, they’ll rebuild our infrastructure, invest in families, and combat the climate crisis.",1416123587904278534,I will use my position as a member of Congress to do my part to bring opportunity and justice to the American people.
1416418580653039625,"Yesterday’s Federal court ruling is deeply disappointing. While the court’s order does not now affect current DACA recipients, this decision nonetheless relegates hundreds of thousands of young immigrants to an uncertain future. It is my fervent hope that Congress will act.",1416419298407505925,I'm interested in helping these young people who are here and I want to help these young people who were here before.
1416456105463517185,"Whether it’s about my plans to build back better or my love of ice cream, I get asked a lot of questions on the internet every day. So, for this week’s conversation, I sat down to answer a few. https://t.co/VmFumdZn9v",1416458386237952004,I have seen it from the outside. I had a good relationship with him when I was growing up. I met him over and over.
1416474284072083460,"This week, payments started going out to nearly every working family in the country thanks to the expanded Child Tax Credit. It’s going to make a world of difference for countless Americans and lift millions of kids out of poverty.
 
Help is here with the American Rescue Plan.",1416509506050314247,My goal is to provide as much help as possible to all of you who are stuck in this mess.
1416519329429004288,"With the Build Back Better Agenda, we’re going to lower health care costs by lowering premiums and reducing prescription costs — and we’ll expand coverage. Because every American deserves access to quality, affordable health care.",1416521861190594566,"People don't need to be covered by insurance, they need to be covered by the government."
1416443833349455872,"Days before he died one year ago today, Jill and I spoke with John Lewis for the last time. He asked us to remain focused on the unfinished work – his life’s work – of healing and uniting this nation. With John’s spirit guiding us, we must be unafraid and never give up.",1416637015660142592,I am so sorry for their loss. I'm praying for them and my family.
1416765236623904770,"With the Delta variant on the rise across the country, it’s more important than ever to get vaccinated. Head to https://t.co/4MYpWqXVVo to find a clinic near you.",1416765854767800326,We're going to make sure we do. We're not going to let our immigration laws become the law of the land. Get our facts and get your facts. Get your facts.
1416827688661266435,Our children are the kite strings that lift our national ambitions aloft. My Build Back Better Agenda makes once-in-a-generation investments in their care and education. https://t.co/EuOS8oFDZh,1416829887189602315,Our children are the kite strings that lift our national ambitions aloft. My Build Back Better Agenda makes once-in-a-generation investments in their care and education.
1416871139658305538,"Happy National Ice Cream Day, folks. https://t.co/YsIgUzlrgO",1416891363573047299,Immigration reform is fine but don't rush to give away our country! Sounds like that's what's happening.
1417133691474677767,"I look forward to welcoming @KingAbdullahII ibn Al Hussein &amp; Queen Rania Al Abdullah of the Hashemite Kingdom of Jordan &amp; His Royal Highness Crown Prince Al Hussein Bin Abdullah II, to the White House. We're committed to the enduring and strategic partnership between our nations.",1417135171053178883,We must work together to make sure that we protect our borders. I'm confident in my leadership as President.
1417148599293591555,"Since I took office six months ago, we’ve gone from 60,000 new jobs per month – to 60,000 every three days.

That’s the fastest job growth at this point in any Administration in history.",1417149047069159434,"It is the highest unemployment rate in the nation.

We have a jobless rate of 18.5% per year. And those numbers are even higher than the national rate.

We see the unemployment rate increase from 5."
1417151564108730373,"Folks, we can't go back to the same old trickle-down theories that gave us nearly $2 trillion in deficit-financed corporate tax giveaways and did nothing to make our economy more productive or resilient.

We need to grow this economy from the bottom up and the middle out.",1417152846852763654,"Now that the jobs they created are gone and the companies that are creating them are gone, we need to grow those companies."
1417148423216799746,Tune in as I deliver remarks on our economic recovery and the need for the Bipartisan Infrastructure Framework and the Build Back Better Agenda.  https://t.co/EEGBeKlijz,1417156354347872263,"We've been talking about the GOP's plan to repeal and replace Obamacare and the GOP's plan to build a wall.

What's interesting here is that we're seeing the same narrative that has been circulating for months."
1417172383413293056,"When I took office, my Administration knew we needed a war-time effort to get America vaccinated – and to pass a powerful American Rescue Plan. We did both.

Now, forecasters have doubled their projections of growth this year to about 7% or higher. The highest in nearly 40 years.",1417176733296562185,They are here illegally. They are here illegally because they have an outstanding criminal record.
1417205603911491593,"We are six months into my administration, and the U.S. economy is experiencing the highest economic growth in nearly 40 years.",1417208244066570243,He's been lying about immigration for weeks. He's been lying about everything. I think we have to be more open and honest with our country.
1417256397771771904,"Thanks to the American Rescue Plan, our economy is growing faster than it has in nearly 40 years. https://t.co/hc4NTwTCc6",1417258717855240192,"Don't give up your hope.

We'll keep you posted with our latest polling.

Follow the latest on Facebook, Twitter, and Instagram."
1417269330148986886,I met today with His Majesty King Abdullah II of Jordan to express my gratitude for his steadfast friendship and consult with him on a range of challenges and opportunities in the Middle East. The U.S.-Jordan strategic partnership is as important as ever. https://t.co/FN9oNiHxtJ,1417271135532732418,The American people have a right to know what is going on and how these issues are affecting their lives.
1417489605834719248,Jill and I send our warmest greetings to those celebrating Eid al-Adha. The Eid traditions and Hajj rituals are a reminder of the importance of providing for those less fortunate and the shared roots of the world’s Abrahamic faiths. Have a safe and wonderful holiday.,1417490625956564998,It's bad for America. But it's good for those who are less fortunate and the shared roots of the world.
1417509480804278272,"Tune in as I welcome the Tampa Bay Buccaneers to the White House to honor the team for their Super Bowl LV Championship.
 https://t.co/lZxppu7cz6",1417511514345558016,Our country is a country of men who are going to jail and we will get zero credit for that! We need to re-think the way we deal with women.
1417521132282974208,Today I’m meeting with my Cabinet – a Cabinet that looks like America. I’m incredibly optimistic about what we’ll be able to build together in the years to come.,1417522132008022016,I’m incredibly optimistic about what we’ll be able to build together in the years to come.
1417536280829775874,"By fully vaccinating 160 million Americans and 80% of our seniors – we’ve fundamentally changed the course of the pandemic. But we cannot let up – especially because of the Delta variant. If you haven’t gotten vaccinated yet, now is the time.",1417537921058545676,But we’ve not given up on this fight. We've been working on it for nearly two years and I want to make sure we continue to build on it.
1417508597471367172,"Six months in, here’s where we stand: 

Record job creation. Over 160 million Americans fully vaccinated. One of the largest middle class tax cuts ever – the Child Tax Credit – in bank accounts. We can't stop now. We need the infrastructure deal and my Build Back Better Agenda.",1417560510216691713,We need the infrastructure deal and our plan. We need our friends. Our economy. It's time to start getting real.
1417561680117182465,"You can’t flip the global economy back on like a light switch. As demand returns, there are going to be temporary global supply chain challenges. That’s a real challenge – and my administration is doing everything we can to address it. https://t.co/goUdYdIWIJ",1417563578899501057,I'm just going to try to explain how the economy works and I'm going to let my readers decide.
1417594614597357568,Thanks @Buccaneers for stopping by the White House today. Your team is the embodiment of a quintessential lesson about sports and about America itself. That no matter how much we get knocked down – we get up. https://t.co/G0Ji5pUFUI,1417596715469664256,Your team is the embodiment of a quintessential lesson about sports and about America itself. That no matter how much we get knocked down – we get up.
1417824946831642626,The Bipartisan Infrastructure Framework and Build Back Better Agenda will give our workforce a boost – leading to increased wages and lower prices in years ahead. https://t.co/nQ4XaSHGjH,1417827676879040517,He promised to put the country back together and he'll do it in a way that benefits both our economy and our people.
1417848043391623171,"We’re seeing devastating impacts of the climate crisis every day – and we need to act. My Build Back Better Agenda will help us meet the moment by providing clean energy tax credits, creating a new Civilian Climate Corps, and investing in new technologies to fight climate change.",1417850534434836480,I believe it is our responsibility to protect our children and our communities.
1417855374431039493,Congratulations to the NBA Champions Milwaukee @Bucks on claiming your first NBA title in 50 years. Your city and your President are proud.,1417857628953317378,"I mean, I'm saying there are people out there who are not going to be thrilled about that."
1417884398490374151,"With my Build Back Better Agenda, we’ll inspire and lead the world with the opportunities we provide, the cures we discover, the technologies we pioneer, and the industries we create.
 
There’s nothing America can’t accomplish if we do it together.",1417892601265537024,He is doing it because he is an American. The Republican Party is just doing it because they don't want to talk about immigration reform.
1417903177119281161,"It is unacceptable that we’re one of the few major economies in the world that doesn’t cover paid family and medical leave, forcing workers to make impossible choices between caregiving and a paycheck.

My Build Back Better Agenda will finally change that.",1417904042597027848,I'm going to be able to go back to my home state of Ohio and work hard to get rid of the ObamaCare that is hurting so many Ohioans.
1417943422770585600,"With my Build Back Better Agenda, we’re going to provide two years of high-quality pre-school and two years of free community college. Because 12 years of education is no longer enough to compete in the 21st century.",1417944188910510083,The people in the middle class are going to get better jobs because they won't have to work to pay the bills.
1418185797262512130,"It’s past time the wealthy pay their fair share.

My Build Back Better Agenda gets it done.",1418215466938421272,The Republican Party will be able to pull off a major overhaul of immigration. I will not be able to fix this. What I will do is build a wall and build a wall for the border. It will cost taxpayers trillions of dollars and would be a disaster.
1418249345112199173,"When I was running for President, I spent a lot of time in town hall venues like the one in Ohio last night, promising to build back better for the American people. There's more to do. But with record job growth and over 160 million Americans vaccinated – we're back on track. https://t.co/f2Qcsh0jVI",1418250868021997572,The GOP has made it very difficult for the American people to get their facts straight. I will not be intimidated.
1418272522219532295,"I condemn the mass detentions and sham trials that are the Cuban regime's efforts to threaten the Cuban people into silence. My Administration stands with the Cuban people, and is imposing new sanctions targeting those in the Cuban regime responsible for this crackdown.",1418273837016358913,I'm glad that these are the only two cases where I'm going to get credit for it.
1418286609825402885,"55 major corporations paid zero in income tax in recent years. 

My Build Back Better Agenda is going to change that paradigm – and give working families a fighting chance.",1418288410830295042,"It will be about building the wall, putting refugees in the US and helping those on the front lines of the war in Africa. The same as it was under Obama."
1418289511029780486,"Tune in as I deliver remarks and sign H.R.1652, the VOCA Fix to Sustain the Crime Victims Fund Act of 2021 into law. https://t.co/oXMAOJ4kk8",1418290466542469122,"I am thrilled to be there with him.

This post may contain links to Amazon or other partners; your purchases via these links can benefit Serious Eats. Read more about our affiliate linking policy."
1418303976378937353,"We're building an economy that rewards the working people of this nation and not just those at the top. 

My Build Back Better Agenda means more jobs, tax cuts, and lower costs – paid for by making the tax code more fair and making sure the wealthiest pay their fair share.",1418306424686383105,These are great ideas but I have to work with the people of this country to bring them back to work.
1418340229631528960,"Americans pay two-and-a-half times more for prescription drugs than in other leading countries. We have to change that. My Build Back Better Agenda will lower prescription drug costs for Americans by letting Medicare negotiate drug prices. 

That's a big deal.",1418340898253930501,We have to change that. My Build Back Better Agenda will lower prescription drug costs for Americans by letting Medicare negotiate drug prices.
1418610996080517123,"Nearly one in four Americans can’t afford their prescription drugs. It’s not right.
 
My Build Back Better Agenda makes sure Medicare can negotiate the cost of prescription drugs – bringing prices down for everyone.",1418613052602306561,My Build Back Better Agenda makes sure Medicare can negotiate the cost of prescription drugs – bringing prices down for everyone.
1418618670960586760,"The Olympians representing our country in Tokyo are the embodiment of the spirit and drive that makes America a beacon for the globe. I’m so proud of you. 

Let’s go @TeamUSA.",1418628762615304197,Make America Great Again. We're going to do it! We're going to build a wall. We're going to protect our borders. We're going to fix our broken immigration system. We're going to rebuild the middle class.
1418664345182031876,"I know we can get the job done on the Bipartisan Infrastructure Framework. It’s going to help us create more good-paying, union jobs, ease the burden on working families, and strengthen our economy in the long run.",1418666035763372036,I think he's going to be a very good president. He's going to solve our problems. He wants to give a lot of people jobs — I think it's going to go well.
1418692047314243585,"Under my Build Back Better Agenda, middle class families will pay no more than 7 percent of their income for high-quality child care for children up to age five. And the most hard-pressed working families won’t have to pay a dime.",1418693040579960833,"I'm going to deport all Muslims. I'm going to incarcerate, imprison people who are here illegally but are here to work. I will not let anybody steal our country! I will not give a damn about your tax plan."
1418964190421786627,Folks the Delta variant is no joke. Please protect yourself and your loved ones – get vaccinated.,1418964899221344269,They've been fighting for a Democratic Party that has broken with the mainstream and is doing things that are inhumane.
1419012831425486848,My team will do whatever it takes to get the word out about our plans to build back better – this week they take over the White House Twitter account to answer your questions. https://t.co/MsyA9MTKS5,1419013134312955909,We've made no changes on immigration policy. We've had no new immigrants on the rolls since the Obama administration. I think they're making the wrong decision.
1419024595324133389,"Six months into my Administration, here’s where we stand: record growth, record job creation, workers getting hard-earned breaks. https://t.co/psIHfzmQOS",1419025301766647808,Republicans will pay no attention to the fact that the GOP has been in the minority in the House and Senate for more than two decades.
1419311236286648324,"The Bipartisan Infrastructure Framework is a great deal for the American people – for blue collar people, the folks being left behind now.",1419312114846605319,"He's being absolutely ridiculous. He is a bigoted jackass. If he thinks he can get away with this then he's a jackass.

I'm sure he's right."
1419334019750236160,"Do we want to give the wealthiest people in America another tax cut? Or do we want to ask them to pay their fair share, so that we can build an economy that deals everyone in? I think we all know which is best for America’s future.",1419337540809658370,"We are the one country that is going to let the government give us less. If we don't give them more, it's going to leave us with a broken economy."
1419371875029987337,Getting vaccinated is the most important thing you can do to protect yourself and the people around you from the Delta variant of COVID-19. Find a free vaccine near you at https://t.co/4MYpWqXVVo.,1419372638154149906,"If you're a person who has been vaccinated for the disease, you should get a free vaccine.

If you get a free vaccine, the CDC will pay for it if you're lucky enough to get it.

Not getting vaccinated is what you call ""vaccine insurance."
1419417232451510276,"Folks, I couldn’t be more proud of this Cabinet. We’re delivering on our promises – and showing that there is nothing America is unable to do when we do it together. https://t.co/naozovcGTC",1419417827472285699,I've been making mistakes. I'm very proud of what I've done. I'm sorry I was wrong.
1419661317418409986,"Today marks the 31st anniversary of the Americans with Disabilities Act — a landmark bill I proudly cosponsored in the Senate. While we celebrate the incredible progress we’ve made toward meeting the full aspirations of the ADA, we must recommit to the work that remains.",1419662609448640512,I voted against the legislation because it would have eliminated the federal government's ability to help veterans.
1419676978303619074,"This afternoon, I’ll be hosting Prime Minister Mustafa Al-Kadhimi for a meeting in the Oval Office. I look forward to strengthening the strategic partnership between the United States and Iraq and working to advance bilateral cooperation.",1419677771064872960,I'm happy to be here now. It is a special day. I always welcome you to come and have fun. I hope I will be on the same side as you. I hope to see you later.
1419678428396130312,Tune in as the Vice President and I deliver remarks to celebrate the 31st anniversary of the Americans with Disabilities Act.  https://t.co/HtuHOUsoGw,1419685849445371909,We'll see how many Mexicans we can get out of the country before it gets too difficult.
1419732239479410688,"When we passed the ADA, we made a commitment — to build this nation for all of us. And we moved America closer to fulfilling that promise of liberty, justice, dignity, and equality for all.
 
And perhaps most importantly — we did it together.",1419733561813475334,"In the next few years, the GOP will have to figure out how to pass legislation to protect the rights of their members."
1419776011366019078,"Today, I met with Prime Minister Mustafa Al-Kadhimi of Iraq in the Oval Office. We reaffirmed our commitment to expand cooperation through new initiatives focused on education, health, and climate as well as support for Iraq’s democracy and strengthened rule of law. https://t.co/wxtqizA3U7",1419777881434206208,"I'll get to the real story of the American people, and I'll tell them what's going on. We'll do that."
1419787110823993344,"Americans across the country can see and feel the devastation of climate change. My Build Back Better Agenda tackles this existential threat through a new energy efficiency and clean electricity standard, clean energy tax credits, and a new Civilian Climate Corps.",1419788427189444609,"My Build Back Better Agenda tackles this existential threat through a new energy efficiency and clean electricity standard, clean energy tax credits, and a new Civilian Climate Corps."
1419789670448308225,The Americans with Disabilities Act is so much more than just a law. https://t.co/ApGInlSaON,1419790568339685385,I am trying to be the man who is going to be the honest guy! I was on the Hill for eight years and I've seen and heard many of the same things.
1419811166910566403,I was enormously proud to co-sponsor the ADA as a member of the United States Senate. And I was proud to be there today as President alongside so many fearless champions who represent the ongoing legacy of this law from its foundations to its future. https://t.co/jFAAvRU9hd,1419814050675011589,"He has changed our lives. And he's changing our culture. I'm not trying to be a ""bigot."" I'm not trying to take credit for that. I'm just saying, this is not okay."
1419847858103144462,"Throughout his remarkable life, Bob Moses devoted his heart and soul to leading, teaching, and organizing generations of Americans to make real the promise of our nation. Let us follow his towering legacy and ensure everyone is treated with the dignity and respect they deserve.",1419849713168306178,The fact that we have one of the highest incarceration rates in the nation is absolutely a disgrace.
1420025681480667142,"When I was running for president, I put together bold, aggressive plans to deliver child care and paid leave — universal pre-k and free community college. 

I’ll fight to see my Build Back Better Agenda enacted, and signed into law.",1420027372716310533,I'm voting for Republican candidates who are committed to ending the federal government and dismantling Obamacare.
1420054327272558596,"The United States currently ranks 13th in the world in infrastructure. It’s unacceptable — and makes clear the urgent need for the Bipartisan Infrastructure Framework.
 
We can’t wait. Send it to my desk.",1420055543226331136,"I mean, it's not working. 

I said on Twitter that it would be nice if he added a border wall, but at this point it's not working. We can’t wait. Send it to my desk."
1420070360154877952,There are no Democratic roads or Republican bridges — infrastructure impacts us all and I believe we’ve got to come together to find solutions. That’s why I’m working across the aisle to pass the Bipartisan Infrastructure Framework.,1420071984671739906,The problem is that the border is not secure enough for us to move people from Mexico and back.
1420087104990818307,"With the Bipartisan Infrastructure Framework, we won’t just fix our crumbling infrastructure of today, we’re going to build for tomorrow. And we’re going to create good-paying, union jobs in the process.",1420088698516000775,"I really was! We are going to have a great, great president, but we are going to make America great again."
1420135300580392965,"Today’s announcement makes clear that the most important protection we have against the Delta variant is the vaccine. Although most U.S. adults are vaccinated, too many are not and that has to change.
 
Get protected: https://t.co/4MYpWqXVVo https://t.co/ReuDn5ulGI",1420135576540430344,We must change the media to stop trying to make fun of our President. Stop pretending we know what it's like to be part of an unhinged elite. The Republican Party is out of touch with reality.
1420087180203069443,"""Most savvy investors also choose to hold a number of different kinds of assets long-term to diversify their portfolio — from alternate cryptocurrencies to stock market index funds. "" - @coinbase 

If your savvy, you know index tokens are the way to go. Get yours with @FirstDapp https://t.co/WVeldwjFsk",1420270008953937925,"In my view, our country should have one great president and one great leader."
1420502580032118787,Index tokens are baskets of other tokens that makes it easy to simply get many token exposure at the same time in a single transaction. Saving you time ⏱️ and money 💰.,1420505149278244865,I've been with the Republican Party for 14 years and I've never had more than 10% of the Republican vote in my entire tenure as a Republican. I have NEVER been more popular than I am now.
1420477931835564033,"Why wait for traditional markets to bring bitcoin ETFs in 2023?

DeFi already has better options! These are more transparent, efficient and accessible.

Check out index tokens like $BED by @indexcoop @BanklessHQ  or $BTC++ by @PieDAO_DeFi 
 
https://t.co/a2JPgHbIlb https://t.co/90MHZCvsuQ",1420570005964529666,"However, it is becoming more like a cashless currency with the potential to be a lot more mainstream."
1420745932266610698,"Our economy grew at the fastest rate in nearly 40 years during the first half of the year.

Consumer confidence is up.

Jobs are up.

Personal income is up.

Unemployment is down.
 
We’re getting America back on track.",1420746522069667846,Thank you for supporting our fight against Obamacare. Thank you for helping us get back to where we were before.
1420759107837960194,"The Bipartisan Infrastructure Deal signals to the world that our democracy can function, deliver, and do big things. As we did with the transcontinental railroad and the interstate highway, we will once again transform America and propel us into the future.",1420761686777204739,"As we did with the transcontinental railroad and the interstate highway, we will once again transform America and propel us into the future."
1420791327311159307,"I believe when we spend American taxpayer dollars, it should support American workers and businesses. https://t.co/yZKlqkXp3B",1420791677766230024,We're talking about money and we're talking about guns. You know what they say about ISIS. They say because of ISIS they're gonna be able to pull you over.
1420828176201228288,The fastest economic growth in the first half of a year in nearly 40 years. That’s progress. https://t.co/gOuiKEBWlz,1420829727070294019,"So if you don't give that opportunity, you're going to have to start over with a wall. You can't build a wall."
1420842949483577350,Tune in as I deliver remarks on the next steps in our effort to get more Americans vaccinated and combat the spread of the Delta variant. https://t.co/WwFw2nT72p,1420845179314057223,"I've been trying to write my own immigration policy for quite some time now, but I haven't been able to get my hands on my own.

When I was a kid, I never heard of the ""Virus"" and I never cared."
1420846748759646209,"I know people talk about freedom, but with freedom comes responsibility.  

Your decision to be unvaccinated impacts someone else.

Please get vaccinated. For yourself. For the people you love. And for your country.",1420847219478077447,"Your decision to be unvaccinated impacts someone else.

Please get vaccinated. For yourself. For the people you love. And for your country."
1420882077524844551,The Delta variant is different than what we’ve dealt with previously. It’s highly transmissible and causing a new wave of cases. But here’s the good news: we have the power to stop it. Get vaccinated — and let’s defeat this virus once and for all.,1420882467200946185,"Democrats and Republicans will hate you and your party, and you will be out to get them."
1421100904904896518,"The Delta variant is surging across the country, but the good news is we’ve spent six months preparing for this possibility. The vaccines are highly effective — and we have enough for everyone.
 
Get protected today: https://t.co/4MYpWqXVVo https://t.co/pkySebeZJy",1421102921576587265,Don't rush to give away our nation! It's safe to say that the majority of Americans are going to get more from the rest of our nation.
1421130729979793411,"Yesterday, the Vice President and I met with legislators to discuss the path forward on DACA. We need to pass long overdue immigration reform and give Dreamers, TPS recipients, farmworkers, and essential workers a path to citizenship. https://t.co/F81VfH1bNy",1421133194129256457,I'm not going to work for you. I'm not going to take care of your kids. I'm not going to take care of the poor.
1421139116981428225,"Tune in as the Vice President and I meet with Governors to discuss the worsening wildfire season and our work to strengthen wildfire prevention, preparedness, and response efforts. https://t.co/Gci4xNUCJu",1421142521934229507,But the law is going to be broken. And we're going to get out in front and make the law better.
1421156165141123082,"Medicare and Medicaid turn 56 today.
 
Thanks to these lifesaving programs, 140 million Americans have health insurance. And my Build Back Better Agenda will add to that by expanding Medicare benefits, reducing prescription drug costs, and closing the Medicaid coverage gap. https://t.co/CKeOC6gxk7",1421158987714764810,The Affordable Care Act is now the law of the land. The law has been designed to be the law of the land.
1421189157314088965,"I know losing isn’t easy, but thanks for following through with your end of the wager, @JustinTrudeau. And congrats again to the Tampa Bay Lightning on your second straight Stanley Cup. You made your country proud. https://t.co/Z0apiftAlV",1421191966956695553,"So many of us are already being told that immigration reform is a failure and we should just let it get better, and that's not what I'm saying."
1421218596643123200,"The vaccine was developed and authorized under a Republican Administration, and it’s been distributed and administered under a Democratic one.
 
The vaccines are safe, they are highly effective, and there’s nothing political about them.",1421220670722224137,"The vaccine is safe, they are highly effective, and there’s nothing political about them."
1421288227785383938,"As the eviction moratorium deadline approaches tomorrow, I call on all state and local governments to take all possible steps to immediately disburse these funds given the imminent ending of the CDC eviction moratorium. https://t.co/lei4rN3D9a",1421291505990475778,"I want to rebuild our country! If you're sick of hearing about it, I'm sorry. But your vote on amnesty is a vote of no confidence."
1421272213651603460,We’re in for a long fight against wildfires this year — and the only way we’ll meet the challenge is by working together. That’s why the Vice President and I brought together a bipartisan group of governors today to discuss the urgent danger at hand and plan for the future. https://t.co/ZD1fFEgDCO,1421297758103875585,"As you know, this is not the first time we have had an interagency meeting on climate change."
1421472935932567553,"This week, we reached a historic Bipartisan Infrastructure Deal. Secretary Granholm, Secretary Raimondo, and Gina McCarthy hit the road to discuss how our agenda will invest in electric vehicle infrastructure, support good-paying American jobs, and much more. https://t.co/niZHM5DbNt",1421474610294439939,"Secretary Granholm, Secretary Raimondo, and Gina McCarthy hit the road to discuss how our agenda will invest in electric vehicle infrastructure, support good-paying American jobs, and much more."
1421517337119821837,"Because of the Americans with Disabilities Act we’ve made incredible progress, but we still have work to do. We can’t rest until every single American has the chance to contribute their talents, thrive, and succeed. https://t.co/qPVyJnq2yf",1421518500355522561,"However, the Democrats and the Obama administration are trying to stop us from doing so. They can't give us the opportunity to work."
1421571439405187076,Another busy week in the books. https://t.co/WnCSO7dmjH,1421572021729759233,"It's called a ""DREAMer."" It's called a ""DREAMer"" that has no chance to get a job. It's called a ""DREAMer"" that is not able to find a job. It's called a ""DREAMer"" that has a lot of problems and needs urgent help."
1421607861537447937,The Bipartisan Infrastructure Deal will put plumbers and pipefitters to work replacing all of the nation’s lead water pipes so every American can drink clean water.,1421610488241311744,We want to make sure that we have a legal wall that's going to stop illegal immigrants from coming in and trying to rape our women and children. We want to bring back jobs and jobs to our country.
1421887843266351106,The Bipartisan Infrastructure Deal is the most important investment in public transit in American history and the most important investment in rail since the creation of Amtrak 50 years ago.,1421889768636526593,"If we don't pass immigration reform, that means the Republicans will continue to control our government and keep us from doing what they want us to do."
1421931307341332480,"What is happening in America right now is a pandemic of the unvaccinated. People are dying — and will die — who don’t have to die.

It’s an American tragedy. https://t.co/NZUQQjCGpj",1421936909509664769,The only way to prevent this is to take people who are not vaccinated and give them the proper vaccines.
1421973108270014467,"When I arrived in office, it had been a long time since the federal government had worked hard for working people.

We’re changing that every day. https://t.co/83CYqyiktW",1421975431989825542,"We are changing it every day.

We will do everything we can to stay in the job and work to improve the lives of people and our country. We are continuing to make progress."
1422214845861072899,"We can beat this virus, we just all have to do our part.

Get vaccinated. https://t.co/ArNqsHsJm7",1422226314350796800,"I think they will pass it. I don't think they will pass it.

Send emails to Cecil via cecil@straightdope.com."
1422248333964423173,The bottom line is this: The Bipartisan Infrastructure Deal is a blue-collar blueprint to rebuild America that will help make our historic economic recovery a historic long-term boom.,1422248999805980673,I'm not saying that we should pass a bill to protect the border.
1422189305200533508,"We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save lives and keep our economy growing. We know we can dramatically lower the cases in the country.
 
We can do this. Get vaccinated.",1422265670646050823,I am also the president's vice president for policy and management.
1422282055715594245,This morning I met with members of my COVID-19 response team as we continue to fight the Delta variant surging across the country. We know the best way to fight the Delta variant is to get vaccinated. Find a vaccine near you at https://t.co/4MYpWqXVVo. https://t.co/nkBwq9PwUp,1422284275907432459,I believe it's time to pass the 2nd amendment to the Constitution. We need a good reason for this to happen again.
1422288446987591688,"Folks, we’ve officially reached our goal of 70% of adults receiving at least one dose of the vaccine. It’s incredible progress, but we still have further to go. If you haven’t already, get vaccinated. Let’s defeat this virus once and for all.",1422289900574019595,We will no longer lose coverage for our babies and we will no longer live in fear of having our healthcare system shut down.
1422536863819120644,"The Bipartisan Infrastructure Deal will give working people a fighting chance again.

We can’t afford not to do it.",1422538902380896258,The new Bipartisan Infrastructure Bill would give working people a fighting chance again.
1422550181166387201,"When the United States Capitol and our very democracy were under attack on January 6th, Officers Hashida and DeFreytag courageously risked their lives to defend them. They were American heroes. Jill and I are keeping their loved ones in our prayers during this difficult time.",1422551793347739654,I've been telling the truth of the matter for years. It's a disgrace that so many people in the United States of America are being lied to.
1422573712033910786,"To the families of the 23 souls lost two years ago today in El Paso, Jill and I send you our love. Today is a somber reminder of the unfinished work to heal the soul of this nation — we must join together and stand united against hate and violence. https://t.co/Fo0VupM2Y5",1422580079817801729,And I will be sure to do everything in my power to stop his agenda. I will win the presidency and my family will have a very happy life.
1422587817453133824,"Americans shouldn’t be losing hours of their lives stuck in traffic because the streets are crumbling — or waiting for slow, spotty internet to connect them to the world.
 
We can do better. We’ve got to pass the Bipartisan Infrastructure Deal.",1422588769711046663,I said zero! We'll get the best possible deal by now. I mean we'll pass it.
1422631978554245124,"It’s no secret that I love Amtrak. It’s one of the reasons I’m excited about the Bipartisan Infrastructure Deal, which includes the largest investment in passenger rail since Amtrak’s founding. We’re going to modernize our rail systems and expand services across the country. https://t.co/whL2z21O7a",1422649042178281482,This is the right time to move our national infrastructure forward.
1422656015514939404,Tune in as I give an update on our progress toward fighting the COVID-19 pandemic by increasing vaccinations at home and around the world. https://t.co/kW0K1QuYdZ,1422657869779017732,I was just saying that the big winners have been rewarded for their work in this fight.
1422660761797763073,"Right now, too many people are dying — or watching a loved one dying — and saying “if I just got vaccinated.”

It’s heartbreaking, but it’s preventable.

This is about life and death — and the vaccine will save your life.",1422661623542697988,They won't even have to write a bill or sign an executive order to replace Obamacare. It's as simple as that.
